,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Sandi987,53-004484,2017-01-06T00:00:00.000Z,5,Love it!,"Great tablet, very clear picture. Would buy again.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Carolskendel,53-004484,2016-12-23T00:00:00.000Z,4,Very good,Love my Kendal but cannot find a case or screen saver for it.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,hardaway,53-004484,2017-02-03T00:00:00.000Z,5,Amazon - Fire Hd8 - 8 - Tablet - 16gb - Wi-fi,The tablet is Excellent! Very fast and well worth the money! The display is great!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Wesley,53-004484,2017-02-04T00:00:00.000Z,5,Great Tablet for Kids,Couldn't recommend this more for kids. Price and features are awesome along with parental controls.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Bubbles,53-004484,2017-01-06T00:00:00.000Z,5,Kindle fire 8,Very good price good item. Would purchase again. This was a gift,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Slystone36,53-004484,2016-12-26T00:00:00.000Z,5,Great tablet,Got this tablet for my 3 year old son and he can not put it down. It is so much to do. So many learning games. I love this product,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,tablet,53-004484,2016-11-07T00:00:00.000Z,4,Love of games,"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Roscoe2365,53-004484,2017-01-06T00:00:00.000Z,3,Haven't set it up yet,It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,washer,53-004484,2017-01-06T00:00:00.000Z,4,I'm happy with it,Great product and I'm very satisfied with it. I recommend it to other people.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,BarbaraM,53-004484,2017-05-18T00:00:00.000Z,5,Great tablet,"I bought this tablet to replace my old kindle fire. So far, it has exceeded my expectations. All my apps have transferred flawlessly. The battery lasts me 10-12 hours, with moderate internet use. Glad I made this purchase.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Randy2,53-004484,2016-11-11T00:00:00.000Z,5,GREAT VALUE,The device is priced just right to give as a gift for an 8 year old,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,sunbonnet,53-004484,2017-01-16T00:00:00.000Z,4,Works fine so far. Tends to change screens.,"Tends to flip out of my screen to something else. Each screen change = at least one pop up ad. Otherwise, it's been reliable so far.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,notonfire1,53-004484,2017-04-18T00:00:00.000Z,2,short life,Not a good product short battery life i can only use for 20 minutes,FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Linda,53-004484,2017-01-24T00:00:00.000Z,4,good,nice reader. almost perfect for what i want/need. good bargain,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,GolfQueen,53-004484,2017-02-03T00:00:00.000Z,5,Great product love it perfect for book lovers,Great for those who love to read this tablet is always ready for on the go trips,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,itsallme,53-004484,2017-05-17T00:00:00.000Z,5,GREAT TABLET,WAS LOOKING FOR A NEW TABLET. .. GREAT PRICE FOR THIS ONE!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,MeenaSai,53-004484,2017-02-17T00:00:00.000Z,4,Good device for beginners,I bought this for my sister as a gift so she need not use her laptop for basic internet surfing and to watch movies while travelling. The device speed is decent although you cannot compare the performance to a laptop. If you want to avoid carrying a bulky laptop during travel and want a budget make do device for laptop then choose amazon fire tablet.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jamie,53-004484,2017-03-25T00:00:00.000Z,5,Love my new kindle,"I originally purchased a Kindle paperwhite but returned it the next day and purchased this one. Very easy to read on, watch movies, and listen to music.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,lexa,53-004484,2017-01-18T00:00:00.000Z,5,Love this tablet!,I am thrilled with this purchase! Both affordable and high quality!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Richardm1981,53-004484,2017-03-19T00:00:00.000Z,4,My wife loves it.,Got this for my wife and she loves it. She had the previous generation and this one is a giant keep forward.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,GGinBC,53-004484,2016-11-11T00:00:00.000Z,5,Love Kindle Fire,This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,DARREN,53-004484,2017-03-16T00:00:00.000Z,5,Awesome tablet,Great little tablet for someone who is always on the go.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Rick07,53-004484,2016-12-30T00:00:00.000Z,5,Great tablet,"The 8"" version is much better than the older 7"" version. Better graphics and faster processor",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Richie,53-004484,2017-03-10T00:00:00.000Z,5,Great tablet for a gift,My wife loves this tablet.Much easier to use than previous 2 tablets that we purchased.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Tyree,53-004484,2017-01-28T00:00:00.000Z,5,Great tablet,Bought it for my daughter and she loves it great product at a great price!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,JTShep,53-004484,2016-12-14T00:00:00.000Z,5,Amazing deal!,We have one for each of my children so I bought this one for my mother. They are amazing tablets especially for the price!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,wcpitboss,53-004484,2017-01-30T00:00:00.000Z,4,Nice lower priced tablet,"For its price, this a great little tablet. It does have limitations on what it can do and what apps are available for use with it which is the only reason I gave it 4 rather than 5 stars. Hopefully Amazon will allow it to perform better soon.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,hotleggs,53-004484,2017-01-03T00:00:00.000Z,5,Great Tablet for the casual user,A Great value for the money you can save instead of a Ipad from Apple.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Barbie,53-004484,2017-05-17T00:00:00.000Z,5,Great Tablet for my teen God-child.,I bought this tablet for my 13 yr. old God-child and she loves it. This was her Christmas present.,FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Gram,53-004484,2016-11-05T00:00:00.000Z,5,Like the size and lite weight,I find this fire much lighter and very easy to use,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Katherine,53-004484,2016-12-15T00:00:00.000Z,5,Love my kindle.,I was a ook user and have been converted to kindle. The size is great and it is very responsive. Got one for me and one as a gift.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,IHEARTsxm,53-004484,2017-01-23T00:00:00.000Z,4,Easy and intuitive,"It's easy and intuitive. The only criticism is that it should be easier to go right into an application, instead of watching an advertisement, then having to figure out how to exit it",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,GwenG,53-004484,2016-12-23T00:00:00.000Z,4,Good tablet for basic needs,Good tablet for basic needs. Screens resolution is pretty good. Mostly using for reading and sometimes for watching movies/shows. Great feature is the possibility to use the card to expand the memory. Good product for great price!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,OneM45,53-004484,2017-01-16T00:00:00.000Z,5,Great tablet,"Great tablet for the price, it was a Christmas present and so far so good!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Munoz425,53-004484,2017-03-18T00:00:00.000Z,5,Great kindle for kids!,It was a perfect gift for my godson. He loved it! Definitely would recommend this product.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Dave,53-004484,2017-03-17T00:00:00.000Z,4,Great tablet for wife.,Easy to use. Pretty user friendly. It is good value for the price,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,runik4444,53-004484,2016-12-23T00:00:00.000Z,5,nice tv,"needed a tv in our kitchen, wasn't looking for huge or fancy for this. so the 32 inch was perfect for us",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Zoom,53-004484,2016-12-09T00:00:00.000Z,5,Great Tablet for the price,This is so easy to use and does exactly what I hoped.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Butterfly,53-004484,2017-01-08T00:00:00.000Z,5,Gift,Purchased this for my nephew. He loved it and can't stop playing with it.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Rich,53-004484,2017-01-24T00:00:00.000Z,4,Amazon fire,I think the amazon fire offer should include a stand/cover as standard. I enjoy mine a lot more since I was forced to purchase a stand/cover which holds the tablet. Would have preferred an instruction sheet to grt everything set up for use.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Kathy,53-004484,2016-12-07T00:00:00.000Z,4,iPod nano,I had a very small nano and needed to have more space for songs that are just coming out and so far I love it. Didn't really need the bigger one because I have a phone that will do most of those things.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,eman2003,53-004484,2016-12-26T00:00:00.000Z,4,good for the price,"This tablet runs smooth with all amazon apps, the internet runs at a steady frame rate and it had a decent sized screen.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Augieh,53-004484,2017-01-23T00:00:00.000Z,4,Its perfect for my 9 year old,"There's different things my daughter can do,on it, plus I can read on it as well.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Lexiplexxxxxi,53-004484,2017-02-13T00:00:00.000Z,5,Great,Great device very functional love it will recommend,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,gmdean,53-004484,2017-03-17T00:00:00.000Z,5,Fire HD8 Tablet,"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Johnboywalt,53-004484,2016-12-24T00:00:00.000Z,4,Good but could be better,This tablet works great and my daughter loves it. Only reason not 5 stars is because you cant access google play without rooting the tablet. Way to ruin android amazon.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,PawPaw1412,53-004484,2017-01-23T00:00:00.000Z,5,Gift for my granddaughter,"I bought this item as a Christmas gift for my granddaughter and she has loved every minute of it. It is intuitive, easy to use and she has it in her hands several times every day for everything from research for school to reading a book. Paw Paw hit a homer with this one!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jr10,53-004484,2017-01-06T00:00:00.000Z,5,Good value for what you get,"First of all, this is not an iPad or a more expensive android tablet, but it's a very good tablet for the money. I own an iPad Pro and iPad Air 2, yet this tablet has a place in my home. If you're buying for kids, I wouldn't buy anything more expensive than this. Good screen, fast enough, and amazon's underground free apps are a huge plus.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,hank,53-004484,2017-01-06T00:00:00.000Z,4,kids love it,"Very satisfied with my tablet ,it is very easy to operate.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,photogshooter,53-004484,2017-01-18T00:00:00.000Z,5,Great gift for kids,I gave this to my 6-year old for Christmas and it has been the perfect gift. Great price point (compared to an ipad) that can function for exactly what she needs.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jenn,53-004484,2017-01-01T00:00:00.000Z,5,Easy to use,"I bought this for my mom and she loves it. She said it is really easy to use and loves the lighting, it's easy for her to read.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,BigMac,53-004484,2017-02-03T00:00:00.000Z,5,Perfect tablet that doesn't break the bank,"This is an upgrade tablet from my first Kindle Fire that I purchased 5 years ago. Love the larger screen the quick processing and downloads, the great HD visuals, and most importantly all of my previous pictures and music files were easily transferred/accessed by this new device. Love that this Fire has a front and rear camer too, my old Fire only had a front facing camera. Granted this is not an iPad, but I don't want or need all an iPad does. And I definitely don't want to spend hundreds of dollars on a device just because it is cool. My Fire tablet does everything I need or want and it costed under $99.00. I am one satisfied and pleased customer.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,DonJ,53-004484,2017-03-15T00:00:00.000Z,4,Nice upgrade,Needed a new Kindle. Wasn't sure what one to choose. This one is GREAT!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Doubledee,53-004484,2016-12-23T00:00:00.000Z,5,Kindle on fire!!,"Great kindle, perfect size screen, I love using it just as much as my iPad mini and regular size iPad! Easier to travel with!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,jellyberry,53-004484,2016-11-27T00:00:00.000Z,4,works great,"it would be nice to have full app library, but it does what you need",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Tron,53-004484,2017-02-07T00:00:00.000Z,5,Amazing Tablet!!,"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Cooldad,53-004484,2017-01-18T00:00:00.000Z,5,It's great,I got it for my kid and she loves it. The amazon free time and prime well worth the money,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,gr8whtshrk,53-004484,2017-01-06T00:00:00.000Z,3,It's fair,Thought it was to be better than what it is. Mother in law can play games an Facebook on it. Next time I will buy her a samsung,FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Nikki,53-004484,2016-12-09T00:00:00.000Z,4,Great for an ereader,This item is perfect for online reading and internet browsing. The only con is that Amazon doesn't have some of the apps that Google Play has.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,bobalouie101,53-004484,2017-03-20T00:00:00.000Z,4,Very nice,"This is the best device I have found for my e-books. I know it can be used for a lot more, but it is my library in my hand.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,cableguy513,53-004484,2017-02-17T00:00:00.000Z,4,For wife - likes it,Very competitive Price - Unit works well we like color and size,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,malabrot,53-004484,2016-11-05T00:00:00.000Z,5,"Great Tablet, unbelievable price",I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference. Very happy and if you're a Prime member there are lots of freebies!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Melikey,53-004484,2017-01-18T00:00:00.000Z,5,My son likes it,"This game seems to be another good addition to the Pokemon craze. My son got this for Christmas and has played it often since. He says that it's ""awesome"", which is high praise indeed.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Phil,53-004484,2016-11-06T00:00:00.000Z,4,Great Alternative to College Textbooks,"I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Alf56,53-004484,2017-04-21T00:00:00.000Z,5,Easy to use and set up,Easy access to my Amazon account. Easy to set up and use.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,DeAnna,53-004484,2017-01-16T00:00:00.000Z,4,Good cheap tablet,This tablet works well for surfing the internet and playing music.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,iowaman44,53-004484,2017-01-08T00:00:00.000Z,5,Good Value,This serves every function I need in a tablet. Price is right.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Ksdad16,53-004484,2016-12-24T00:00:00.000Z,5,Great product,Always a good price and good for what it's meant for.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Weritabonita,53-004484,2017-05-19T00:00:00.000Z,5,Great Tablet,"Bought this for my son,, the size is perfect not too small not too big. Kid friendly..and easy to use. Overall o rate it 5 stars..no problems to list",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,tamtts1948,53-004484,2016-12-10T00:00:00.000Z,5,Love it! Easy to use and fun,very good product and right on the cost! Great gift for the holidays.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,LazyParent,53-004484,2017-01-08T00:00:00.000Z,5,Bargain tablet,"Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games, web, etc. while allowing her unlimited time to read",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Anonymous,53-004484,2016-12-07T00:00:00.000Z,4,Great for kids,Bought for our 6 year old. Great parental controls allow you to keep track and monitor use. Would recommend for others to get for their children,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,erockmon,53-004484,2016-12-24T00:00:00.000Z,5,"wow, over the top happy","its fast, it has good lighting. its got the 16gb space, best gift ive bought for a bookreader.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,soccermom,53-004484,2017-01-30T00:00:00.000Z,5,Excellent tablet for the price!,"On Christmas Eve I went in looking for an iPad as a gift. They were sold out and I was directed to the Amazon Fire HD8. The picture quality is amazing (hence the HD). I watched a movie on it and the picture was better than my HD tv. I have to say, I would buy this tablet over an iPad any day...AND it cost less than a fourth of the price!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Wazzie65,53-004484,2017-01-07T00:00:00.000Z,4,Great tablet for a beginner.,This was a great Christmas gift for my kid. This allows them to store their favorite books and play some educational games. Its nice to also have an optional MicroSD card for extra storage.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,TommyL,53-004484,2017-01-23T00:00:00.000Z,5,Excellect,Simply does everything I need. Thank youAnd silk works wonders,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,PCTech,53-004484,2017-05-05T00:00:00.000Z,5,Only Wish I would have bought it sooner,It reads my textbooks to me while I play card games. Why did I wait so long to buy this thing? I should add that I am an Amazon Prime member so that might be needed to take full advantage of this feature. Cortonna will read all of my books to me. I didn't have to upgrade my books or pay extra per book.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Rdeleon,53-004484,2017-02-03T00:00:00.000Z,5,"Great tablet, right size","Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,ronnie,53-004484,2016-12-24T00:00:00.000Z,5,Great tablet,Great value for such a well made tablet. Everything you need for a low price,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Ozzie,53-004484,2016-12-14T00:00:00.000Z,4,Awesome tablet,Great tablet for under $100. HD quality and it works just as good as any tablet.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,preciousmickeyfan,53-004484,2017-01-16T00:00:00.000Z,5,Great for reading!,"Love the new Fire - great for books, games, and getting online! Easy to use features and perfect size screen to take on the go!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,dandandan,53-004484,2017-03-04T00:00:00.000Z,5,works great.,make sure you buy a micro sd card with at least 64 gb of memory. or you will have to constantly delete old items.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Wanoo,53-004484,2017-06-03T00:00:00.000Z,5,Great tablet,My 4 year old Grandson loves his Kindle. He had to have one after his sister got one.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Eric,53-004484,2016-11-06T00:00:00.000Z,5,Great Value,Can't beat the value on this. 5 stars even though it has less apps than the play store.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,RudysReview,53-004484,2017-04-07T00:00:00.000Z,3,Not an iPad by any means,"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",FALSE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Lisa,53-004484,2017-01-28T00:00:00.000Z,5,Great price for such a great item.,I gave this Amazon Fire HD8 as a retirement gift for my friend and she absolutely loves it!!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,AnandPatel,53-004484,2017-01-30T00:00:00.000Z,5,Best tablet ever,"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,burns,53-004484,2017-03-10T00:00:00.000Z,5,Love using Kindle Fire,Love my new Kindle Fire - easy to use - the battery life is amazing!!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Fiero,53-004484,2016-12-26T00:00:00.000Z,5,Great Tablet,One of the best tablets on the market for its value,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,gUdsNax,53-004484,2017-02-10T00:00:00.000Z,4,Works for my applications,"I use it mainly for reading e-books and browsing. However, I wished there were more apps available. Also, before unlocking the tablet, ads are shown in the lockscreen. If the tab is locked, it stops streaming the ads. You can pay $15 to disable the ads permanently. I only recommend this for basic use. If you want to use it for games or other apps, I would recommend a stronger tablet like the ipad or samsung galaxy.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jgp1,53-004484,2016-12-07T00:00:00.000Z,5,Great Tablet,My wife and kids love it. Easy to use. Great for the price.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,CLKC,53-004484,2017-01-06T00:00:00.000Z,5,This is the 3rd Kindle Fire that I have purchased.,This is the 3rd Kindle Fire that I have purchased. This one is much faster and more user friendly. We just bought our 2 grand daughters and 2 grandsons a Kindle Fire with the youngest 8 yrs old. He has it mastered already. Great tablet for a good price.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Teresatf3,53-004484,2017-01-16T00:00:00.000Z,5,Awesome tablet,"Never owned a tablet before, but am loving it so far.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,mydaycare,53-004484,2017-01-03T00:00:00.000Z,5,Love Alexa,Love Alexa and all of its features. Love that I can listen to music and read ebooks,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Molly,53-004484,2017-01-08T00:00:00.000Z,5,I bought the Kindle FireHD for a beginner,I bought the Kindle Fire HD as a Christmas gift for my mom. She has never had a computer or Kindle. She loves it. Best gift I gave her. She plays a lot of games on it. That keeps her mind working. Love the size of screen.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Jinzheng,53-004484,2017-02-17T00:00:00.000Z,4,Good purchase,"Got this to replace the Samsung tab A 7"". That Samsung tab lagged a lot but I haven't seemed to have as much problems on the fire tab, the only downside is that the battery dies fast.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,anferni671,53-004484,2017-01-16T00:00:00.000Z,4,Awesome tablet for a good price,Bought this tablet cause it was super cheap during December. It's a good tablet for someone who doesn't need a powerhouse,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,doglover,53-004484,2017-01-27T00:00:00.000Z,4,Great price for a basic tablet.,I purchased this when my last tablet died. It meets all basic needs and the price was great.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Rocker,53-004484,2017-06-02T00:00:00.000Z,4,Great value and well,"Happy with the purchase, found it on sale could not pass it up!",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Billy,53-004484,2017-01-23T00:00:00.000Z,5,Fantastic for light internet access.,"Great for reading e-mail, pictures or viewing internet.",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Negrosylar619,53-004484,2016-11-28T00:00:00.000Z,3,"It's an ok tablet, but very limited in apps.",I'm disappointed that it doesn't have a mirror display mode.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,roxxx,53-004484,2017-02-17T00:00:00.000Z,5,Wonderful buy for the money spent,Wonderful little buy! Tired of my bulky tablet. This one stays charged a lot longer!,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Ladybug,53-004484,2017-01-30T00:00:00.000Z,5,Love it,"Bought this for my daughter to use in school, she loves it! Product works great! I also bought the older version for my mom and she lives it as well",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,pjae4121,53-004484,2017-03-16T00:00:00.000Z,5,"Have a nook, this is better has more apps and go","Have a nook , this is much better has more apps and thru amazon",TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,Samsungjunkie,53-004484,2017-01-23T00:00:00.000Z,5,Great Tablet,It is a reliable easy to use tablet. Holds charge well and provides for my needs.,TRUE
AVqkIhwDv8e3D1O-lebb,AVqkIhwDv8e3D1O-lebb,bjenk,53-004484,2017-05-10T00:00:00.000Z,4,Great tablet but not for everything,Fast working tablet but very limited on apps. I like it but it was not really for me. Only apps available were from the Amazon app store so many apps that I hoped to use were unavailable. So it is good for limited use.,FALSE
